1692527297.000000, 1692527297.000000, 1692527297.000000
32.000000, 32.000000, 32.000000
-65,29,-7
-68,26,-6
-72,25,-12
-67,22,-19
-61,21,-18
-65,20,-21
-68,18,-28
-65,18,-26
-65,16,-26
-63,15,-30
-67,15,-32
-68,15,-27
-74,14,-26
-72,16,-19
-77,15,-10
-72,15,-3
-52,16,14
-40,14,22
-22,12,35
-15,2,44
-22,10,52
-28,5,60
-27,4,60
-26,6,61
-21,4,60
-22,5,58
-23,4,58
-23,5,57
-23,5,57
-25,3,58
-22,7,59
-22,2,58
-24,6,59
-24,4,60
-24,5,60
-23,4,59
-24,3,58
-25,4,59
-25,4,59
-24,3,59
-24,3,60
-24,4,61
-24,4,60
-24,4,59
-25,4,59
-24,4,58
-24,4,58
-24,4,59
-25,4,58
-25,4,58
-25,4,58
-25,4,59
-25,4,59
-25,4,59
-25,4,59
-24,5,59
-25,3,59
-26,4,59
-25,5,58
-25,4,58
-25,3,58
-25,4,59
-25,4,60
-24,5,59
-24,4,59
-25,4,59
-25,4,59
-25,3,59
-25,3,59
-25,4,59
-25,4,59
-24,3,59
-25,3,59
-25,4,59
-25,4,59
-25,3,59
-25,4,59
-25,4,59
-25,4,59
-25,3,58
-25,4,58
-25,4,58
-25,4,58
-26,4,58
-26,4,58
-25,4,58
-25,4,58
-25,4,59
-26,4,59
-26,4,59
-26,4,59
-25,4,58
-25,4,58
-26,4,58
-26,4,58
-26,4,59
-25,4,59
-25,4,59
-25,4,58
-25,4,58
-25,4,59
-25,4,58
-26,4,58
-26,3,58
-25,3,58
-25,3,58
-26,4,58
-26,4,59
-25,4,59
-25,4,58
-24,4,57
-24,3,57
-25,3,58
-28,4,60
-27,3,61
-26,3,59
-26,3,57
-26,4,57
-24,4,57
-27,3,57
-28,3,58
-27,3,59
-27,3,58
-25,4,58
-24,4,57
-25,4,57
-27,4,59
-27,4,59
-27,4,59
-27,4,59
-27,4,58
-26,4,56
-27,3,56
-28,4,57
-27,5,59
-27,5,58
-26,5,59
-26,4,58
-26,4,58
-26,4,58
-26,3,59
-26,4,58
-26,4,59
-25,4,59
-26,4,58
-26,4,58
-25,5,57
-26,4,57
-27,4,58
-26,5,58
-26,5,58
-25,6,58
-25,6,58
-25,5,58
-26,4,59
-25,4,59
-26,4,59
-26,4,58
-26,4,58
-26,4,58
-26,4,58
-27,4,58
-26,5,58
-26,5,58
-26,5,59
-26,6,59
-26,5,59
-26,5,58
-26,5,58
-26,5,58
-26,5,58
-25,5,58
-25,5,58
-26,5,58
-25,4,58
-25,4,58
-26,5,58
-25,4,58
-25,5,59
-25,5,58
-25,5,58
-25,5,58
-26,4,59
-26,4,59
-26,5,59
-26,5,59
-25,5,58
-25,5,58
-25,5,58
-25,5,58
-25,5,58
-25,4,59
-26,4,58
-26,4,59
-26,4,59
-26,4,59
-26,4,59
-25,4,58
-25,4,58
-25,4,58
-25,4,58
-25,4,58
-26,4,59
-26,4,59
-25,5,59
-25,4,59
-25,4,58
-24,4,58
-24,4,58
-25,4,57
-25,3,57
-26,3,58
-25,4,59
-25,4,59
-25,4,59
-25,3,59
-24,4,59
-24,4,58
-25,4,58
-26,4,59
-25,4,59
-25,4,59
-25,5,60
-25,4,59
-24,4,59
-25,4,59
-25,4,59
-25,3,58
-26,3,58
-25,4,58
-25,4,59
-25,4,59
-24,5,60
-23,5,60
-23,5,59
-23,5,59
-23,4,58
-23,3,57
-24,3,57
-24,2,57
-24,3,57
-24,4,58
-23,3,59
-24,3,59
-25,3,59
-26,3,58
-26,2,59
-27,2,60
-26,2,60
-27,1,61
-26,1,61
-25,1,60
-25,1,60
-27,2,60
-25,2,60
-24,2,60
-21,3,60
-20,2,60
-19,3,60
-16,3,61
-16,3,62
-18,3,66
-15,3,68
-15,3,67
-13,3,63
-14,5,62
-10,6,60
-3,2,56
-5,4,54
-15,6,58
-10,7,59
-4,9,61
-6,12,64
-6,11,68
4,4,64
5,2,73
-69,63,41
-35,17,54
-11,-12,61
-9,-2,64
-1,-2,62
-6,-4,62
-9,-1,58
-7,0,54
-8,4,49
-13,4,47
-21,7,45
-17,6,36
-19,5,29
-44,2,12
-62,5,4
-92,8,-1
-91,6,2
-84,6,6
-72,-2,5
-70,-4,1
-69,-7,0
-69,-15,1
-70,-21,-3
-63,-24,-5
-55,-24,2
-59,-40,6
-54,-51,6
-40,-51,13
-30,-49,13
-26,-45,12
-23,-42,13
-23,-43,15
-29,-46,12
-31,-50,17
-30,-54,20
-26,-56,21
-27,-57,23
-27,-58,24
-23,-61,29
-22,-63,31
-26,-69,33
-22,-75,36
-21,-76,35
-27,-83,38
-27,-72,33
-24,-67,28
