1685337725.000000, 1685337725.000000, 1685337725.000000
32.000000, 32.000000, 32.000000
-29,-52,23
-30,-51,24
-30,-51,24
-30,-51,25
-29,-52,24
-29,-52,24
-28,-52,24
-29,-52,23
-29,-52,23
-29,-52,23
-28,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,23
-29,-52,23
-29,-52,23
-29,-52,24
-29,-51,24
-30,-52,25
-28,-52,23
-29,-52,23
-30,-52,23
-30,-52,24
-30,-52,24
-29,-52,24
-29,-52,23
-30,-52,23
-30,-51,23
-30,-51,24
-30,-52,25
-30,-52,25
-29,-52,24
-30,-52,23
-29,-52,23
-30,-52,23
-30,-52,24
-29,-51,24
-30,-52,25
-29,-52,25
-29,-52,24
-28,-51,24
-30,-52,24
-30,-51,23
-29,-51,23
-29,-52,23
-28,-52,24
-29,-52,24
-30,-52,25
-30,-51,25
-30,-51,25
-29,-52,24
-29,-52,24
-29,-52,23
-29,-52,23
-29,-52,23
-29,-52,23
-29,-52,24
-29,-52,24
-29,-51,24
-29,-52,23
-29,-52,24
-30,-52,24
-29,-52,24
-29,-52,24
-29,-52,23
-28,-52,23
-29,-52,23
-30,-52,23
-29,-52,24
-30,-52,24
-30,-52,24
-29,-52,24
-30,-52,24
-30,-52,24
-29,-52,23
-30,-52,23
-30,-52,24
-29,-52,24
-29,-52,24
-30,-52,23
-30,-51,23
-30,-52,24
-29,-52,24
-28,-52,24
-28,-52,24
-28,-53,24
-29,-52,24
-28,-52,24
-27,-52,23
-28,-52,24
-29,-52,24
-28,-52,24
-28,-52,25
-28,-52,25
-28,-53,25
-27,-53,25
-27,-52,24
-28,-53,24
-28,-52,23
-27,-52,23
-26,-53,24
-28,-53,25
-27,-52,25
-27,-52,25
-28,-53,24
-28,-53,24
-27,-52,23
-27,-52,23
-28,-53,24
-27,-53,24
-27,-53,25
-27,-52,24
-29,-53,25
-29,-52,24
-27,-52,24
-28,-52,24
-29,-53,23
-27,-52,24
-29,-52,24
-29,-52,24
-28,-52,24
-29,-52,24
-29,-52,24
-28,-52,24
-29,-52,24
-30,-52,24
-28,-52,24
-28,-52,24
-28,-52,24
-28,-52,24
-28,-52,24
-29,-52,24
-28,-52,24
-28,-52,24
-28,-52,23
-28,-52,24
-28,-52,24
-27,-52,24
-28,-52,24
-28,-52,24
-29,-52,24
-29,-52,23
-28,-52,24
-28,-53,24
-29,-52,24
-29,-52,24
-28,-52,24
-28,-52,24
-28,-53,23
-27,-52,23
-27,-52,23
-29,-52,24
-29,-52,25
-30,-52,26
-30,-51,24
-30,-51,23
-31,-51,23
-31,-50,24
-32,-50,25
-32,-50,24
-31,-50,23
-31,-50,23
-31,-50,24
-32,-51,24
-30,-50,24
-30,-52,24
-28,-53,24
-27,-52,23
-27,-52,23
-26,-53,23
-26,-53,24
-26,-52,24
-28,-52,24
-32,-53,20
-28,-51,24
-30,-51,26
-31,-50,25
-30,-49,25
-32,-50,26
-30,-51,25
-29,-50,25
-29,-52,25
-29,-52,25
-29,-51,24
-30,-50,23
-32,-51,24
-31,-50,24
-30,-51,24
-31,-51,25
-30,-50,24
-30,-51,25
-30,-51,24
-29,-50,25
-29,-50,25
-31,-51,25
-31,-51,25
-30,-51,25
-30,-51,25
-30,-51,24
-30,-51,25
-29,-51,24
-29,-50,24
-30,-51,24
-30,-51,25
-29,-51,25
-29,-50,24
-29,-50,25
-30,-51,25
-29,-51,24
-29,-52,25
-29,-52,24
-29,-52,24
-29,-51,25
-30,-52,25
-30,-51,25
-29,-51,25
-29,-52,25
-29,-51,25
-28,-52,25
-28,-52,24
-29,-52,24
-29,-52,24
-29,-52,25
-29,-52,25
-29,-51,24
-29,-52,25
-29,-52,24
-29,-51,25
-29,-52,25
-29,-51,24
-29,-51,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-52,24
-29,-51,24
-29,-52,24
-30,-51,24
-29,-51,24
-29,-52,24
-29,-52,25
-29,-51,24
-29,-52,23
-29,-52,23
-29,-51,23
-31,-51,23
-30,-51,23
-30,-51,23
-30,-50,23
-33,-50,24
-32,-50,24
-32,-50,24
-32,-50,24
-32,-50,23
-31,-51,22
-31,-51,24
-32,-51,24
-31,-51,24
-31,-51,24
-30,-52,23
-30,-52,22
-29,-52,21
-30,-52,22
-31,-52,22
-30,-52,23
-31,-52,23
-31,-52,23
-31,-51,23
-31,-51,23
-30,-52,23
-30,-52,23
-30,-52,23
-30,-51,22
-31,-52,22
-31,-52,22
-31,-51,23
-31,-51,23
-31,-51,23
-31,-51,23
-30,-52,23
-31,-52,23
-31,-51,22
-30,-52,22
-30,-51,22
-31,-51,23
-33,-52,25
-31,-50,26
-32,-51,27
-39,-54,30
-36,-53,30
-32,-48,25
-38,-47,21
-36,-48,22
-33,-47,26
-35,-47,26
-34,-46,26
-33,-46,28
-32,-47,31
-29,-47,31
-31,-48,30
-34,-48,31
-33,-48,31
-31,-41,34
-29,-43,35
-30,-45,34
-29,-47,35
-36,-43,31
-28,-44,34
-30,-44,36
-32,-43,35
-29,-42,37
-27,-42,38
-27,-43,39
-29,-40,37
-28,-42,37
-30,-40,38
-31,-39,38
-32,-38,39
-31,-40,38
-30,-37,39
-33,-39,36
-33,-39,41
-22,-37,46
-20,-35,39
-40,-43,35
-32,-40,43
-24,-44,43
-20,-36,46
-21,-37,47
-21,-40,46
-13,-37,48
-12,-40,52
-13,-36,51
-5,-32,53
-19,-51,47
-14,-33,48
-16,-35,49
-22,-43,49
-22,-33,45
-22,-31,45
-25,-51,47
-21,-45,47
-23,-39,43
-25,-41,47
-23,-42,47
-20,-33,48
-26,-35,44
-27,-41,45
-14,-39,44
-17,-38,42
-22,-37,45
-27,-41,48
-18,-37,47
-19,-40,48
-18,-38,48
-16,-36,47
-16,-39,48
-17,-39,47
-18,-39,47
-17,-39,47
-19,-38,47
-19,-40,47
-18,-38,48
-16,-39,49
-16,-39,48
-17,-41,49
-18,-38,48
-14,-40,49
-16,-37,49
-16,-41,50
-13,-39,49
-13,-37,49
-14,-39,50
-15,-36,49
-14,-38,50
-12,-37,50
-12,-37,51
-12,-36,51
-14,-37,51
-13,-36,51
-12,-37,51
-12,-37,52
-13,-36,51
-14,-35,51
-13,-35,51
-5,-34,53
-5,-40,62
-21,-34,50
-16,-33,50
-15,-38,51
-14,-37,49
-18,-34,47
-17,-35,48
-17,-37,49
-17,-37,49
-17,-35,49
-20,-33,48
-18,-36,48
-16,-37,47
-14,-39,47
-16,-38,46
-13,-38,54
-20,-41,44
-26,-39,44
-20,-38,49
-25,-38,46
-22,-38,48
-23,-38,47
-23,-38,46
-22,-38,47
-22,-38,46
-22,-38,46
-21,-38,45
-22,-37,46
-23,-38,46
-23,-39,46
-23,-38,46
-23,-38,46
-28,-40,47
-27,-40,47
-26,-40,49
-28,-40,52
-31,-41,51
-36,-42,52
-36,-42,53
-31,-39,56
-28,-36,57
-31,-34,57
-26,-30,60
-22,-28,62
-22,-24,61
-15,-16,61
-19,-16,61
-14,-10,62
-15,-8,59
-19,-4,57
-4,1,59
-7,2,57
-13,5,56
-15,5,55
-9,7,56
-10,10,56
-11,11,56
-8,11,58
-8,12,58
-3,15,57
-9,16,57
-5,17,58
-4,16,57
-9,17,56
-3,18,57
-4,19,58
-1,21,58
-5,17,58
-7,16,58
-3,19,60
3,22,61
0,21,62
-6,22,60
-2,24,57
10,23,59
10,24,62
6,25,62
1,27,57
0,26,56
-4,26,54
9,26,60
9,27,61
2,26,60
-5,25,58
-4,27,56
0,27,58
-2,27,58
-3,28,59
-3,28,57
-2,29,57
-4,27,57
-5,29,57
-2,27,59
-1,26,58
-6,24,54
-10,31,51
-9,31,52
-13,33,51
-18,37,49
-13,40,51
-8,40,53
-9,39,52
-13,39,48
-14,40,46
-11,37,43
-13,32,39
-15,32,37
-8,30,35
-4,28,35
-28,22,33
-19,23,35
-16,18,37
-56,8,36
-41,12,42
-10,6,59
-52,-15,53
-29,-12,56
-34,-20,55
-70,-37,60
-54,-36,65
-26,-26,51
-16,-23,48
-64,-44,42
-70,-45,36
-45,-32,32
-34,-34,40
-44,-41,44
-44,-46,39
-41,-43,34
-29,-41,36
-27,-49,34
-39,-52,31
-44,-54,24
-45,-54,23
-39,-47,24
-37,-45,23
-36,-46,24
-36,-48,22
-37,-46,20
-43,-46,16
-41,-48,18
-38,-51,23
-35,-54,28
-31,-50,25
-30,-50,22
-31,-51,24
-31,-51,24
-28,-51,23
-30,-52,25
-30,-52,25
-29,-51,23
-30,-52,24
-28,-53,26
-28,-51,24
-29,-52,23
-29,-53,25
-26,-53,26
-27,-52,24
-27,-53,23
-27,-53,24
-25,-54,28
-26,-54,27
-24,-53,29
-26,-53,26
-25,-53,25
-23,-53,21
-22,-53,21
-20,-54,21
-22,-54,21
-24,-54,22
-25,-54,27
-24,-53,27
-26,-53,25
-30,-53,27
-30,-52,26
-28,-52,24
-29,-52,24
-30,-51,26
-32,-52,26
-30,-50,25
-28,-52,23
-26,-51,22
-28,-54,24
-26,-53,24
-27,-53,24
-24,-51,25
-27,-52,26
-26,-54,24
-23,-55,21
-23,-51,23
-26,-53,23
-28,-53,24
-28,-53,24
-26,-53,23
-25,-54,23
-26,-53,23
-26,-53,23
-27,-53,24
-27,-52,25
-27,-53,24
-26,-53,24
-29,-53,25
-30,-52,25
-26,-52,23
-26,-53,23
-28,-52,24
-29,-52,24
-27,-52,24
-30,-53,25
-30,-52,25
-27,-52,24
-26,-53,24
-27,-52,24
-28,-53,24
-27,-52,25
-27,-53,24
-28,-53,24
-28,-52,24
-26,-52,24
-27,-53,24
-27,-53,24
-27,-53,24
-27,-52,24
-27,-53,24
-27,-52,24
-27,-53,24
-26,-53,24
-26,-53,24
-27,-53,24
-27,-53,24
-26,-53,24
-26,-53,24
-27,-53,24
-27,-53,24
-26,-53,23
-26,-53,24
-27,-53,24
-27,-53,24
-27,-53,24
-27,-53,24
-27,-53,24
-27,-52,24
-27,-53,24
-27,-53,24
-27,-53,24
-27,-53,24
-28,-53,24
-27,-53,24
-27,-53,24
-27,-52,24
-27,-53,24
-27,-53,24
-28,-53,25
-27,-53,24
-26,-53,23
-27,-53,24
-26,-53,24
-27,-53,24
-27,-53,24
-26,-53,24
-27,-53,24
-27,-53,24
-27,-53,24
-26,-53,24
-26,-53,23
-26,-53,23
-26,-53,23
-27,-53,24
-26,-53,25
-27,-52,25
-24,-53,24
-28,-53,23
-27,-55,20
-25,-52,20
-27,-54,22
-27,-54,29
-25,-54,23
-26,-54,22
-23,-52,21
-25,-53,19
-26,-54,22
-28,-54,28
-26,-54,27
-28,-55,23
-28,-57,21
-27,-59,18
-19,-62,20
-21,-61,16
-24,-61,12
-22,-61,13
-18,-57,14
-20,-53,16
-20,-53,17
-21,-54,19
-22,-55,20
-22,-54,24
-21,-56,27
-20,-60,28
-16,-65,32
-12,-68,31
-8,-82,32
-7,-60,27
-11,-67,21
-25,-73,16
-30,-70,16
-39,-53,13
-45,-44,10
