sf,hr,tempo
2.440000000000002,147.69230769230768,140
2.450000000000002,132.41379310344828,140
2.435000000000002,147.69230769230768,140
2.445000000000002,147.69230769230768,140
2.4250000000000016,153.6,140
2.455000000000002,142.22222222222223,140
2.3750000000000013,147.69230769230768,140
2.3550000000000013,142.22222222222223,140
2.5050000000000017,153.6,140
2.4850000000000017,153.6,160
2.445000000000002,153.6,160
2.445000000000002,132.41379310344828,160
2.415000000000002,137.14285714285714,160
2.4250000000000016,147.69230769230768,160
2.4000000000000017,147.69230769230768,160
2.3750000000000018,142.22222222222223,160
2.405000000000002,142.22222222222223,160
2.465000000000002,142.22222222222223,160
0.38500000000000023,31.735537190082646,140
1.9850000000000012,47.407407407407405,140
1.600000000000001,64.0,140
1.730000000000001,20.64516129032258,140
0.0,25.945945945945947,140
1.8550000000000015,64.0,140
2.0250000000000017,52.602739726027394,140
1.6000000000000014,153.6,140
1.450000000000001,27.04225352112676,140
1.0400000000000007,61.935483870967744,140
1.9350000000000016,64.0,140
1.2850000000000008,101.05263157894737,140
1.7800000000000016,42.1978021978022,140
2.3600000000000017,137.14285714285714,140
2.3400000000000016,142.22222222222223,140
2.1200000000000014,142.22222222222223,140
2.340000000000001,137.14285714285714,140
2.3550000000000013,137.14285714285714,140
2.3500000000000014,137.14285714285714,140
2.3350000000000017,137.14285714285714,140
2.3600000000000017,71.11111111111111,140
2.3750000000000013,142.22222222222223,140
2.350000000000002,142.22222222222223,150
2.5550000000000015,75.29411764705883,150
2.5000000000000018,142.22222222222223,150
2.5150000000000015,75.29411764705883,150
2.305000000000002,75.29411764705883,150
1.7350000000000012,147.69230769230768,150
2.5050000000000017,75.29411764705883,150
2.3200000000000016,147.69230769230768,150
2.205000000000001,75.29411764705883,150
2.4800000000000018,75.29411764705883,150
2.0250000000000012,75.29411764705883,160
2.5650000000000013,78.36734693877551,160
2.600000000000002,78.36734693877551,160
2.1050000000000013,78.36734693877551,160
2.4000000000000017,81.70212765957447,160
2.120000000000002,166.95652173913044,160
2.3550000000000018,80.0,160
2.670000000000002,80.0,160
2.655000000000002,80.0,160
2.6450000000000022,80.0,160
2.7000000000000015,160.0,170
2.815000000000002,85.33333333333333,170
2.7750000000000017,83.47826086956522,170
2.750000000000002,81.70212765957447,170
2.7600000000000016,160.0,170
2.745000000000002,166.95652173913044,170
2.7350000000000017,83.47826086956522,170
2.4450000000000016,81.70212765957447,170
2.810000000000002,160.0,170
2.845000000000002,83.47826086956522,180
2.860000000000002,83.47826086956522,180
2.0050000000000012,87.27272727272727,180
2.3000000000000016,85.33333333333333,180
2.7100000000000026,91.42857142857143,180
2.6950000000000025,91.42857142857143,180
2.405000000000002,91.42857142857143,180
2.945000000000002,87.27272727272727,180
2.9100000000000024,89.30232558139535,180
2.660000000000002,89.30232558139535,180
2.8450000000000024,87.27272727272727,150
2.530000000000001,78.36734693877551,150
2.5250000000000012,75.29411764705883,150
2.2600000000000016,75.29411764705883,150
2.495000000000002,76.8,150
2.5200000000000014,75.29411764705883,150
1.975000000000001,73.84615384615384,150
2.5050000000000017,153.6,150
2.5100000000000016,75.29411764705883,150
2.5300000000000016,76.8,150
2.5700000000000016,78.36734693877551,160
2.640000000000002,80.0,160
2.3550000000000018,81.70212765957447,160
2.6650000000000023,81.70212765957447,160
2.3450000000000015,80.0,160
2.6800000000000024,81.70212765957447,160
2.6600000000000024,80.0,160
2.665000000000002,83.47826086956522,160
2.660000000000002,160.0,160
2.670000000000002,166.95652173913044,160
2.620000000000002,160.0,140
2.4650000000000016,72.45283018867924,140
2.3400000000000016,132.41379310344828,140
2.3750000000000018,72.45283018867924,140
2.3450000000000015,71.11111111111111,140
2.3500000000000014,72.45283018867924,140
2.115000000000001,68.57142857142857,140
1.9250000000000014,71.11111111111111,140
2.3900000000000015,73.84615384615384,140
2.4550000000000014,72.45283018867924,140
1.7350000000000012,76.8,170
2.2700000000000014,87.27272727272727,170
2.855000000000002,87.27272727272727,170
2.845000000000002,85.33333333333333,170
2.840000000000002,85.33333333333333,170
2.805000000000002,87.27272727272727,170
2.775000000000002,166.95652173913044,170
2.855000000000002,87.27272727272727,170
2.8500000000000023,160.0,170
2.825000000000002,85.33333333333333,170
2.770000000000002,83.47826086956522,180
2.840000000000002,87.27272727272727,180
2.8750000000000018,85.33333333333333,180
2.9100000000000024,89.30232558139535,180
2.965000000000002,89.30232558139535,180
2.905000000000002,87.27272727272727,180
2.0000000000000013,85.33333333333333,180
2.610000000000002,85.33333333333333,180
2.825000000000002,85.33333333333333,180
